marker;stem;asp;luokka;freq;infl;prof;lang
prefix;IPF/PF;perf;viides;high;infinite;B2;fin
prefix;IPF/PF;perf;eka;high;past;B2;fin
prefix;IPF/PF;perf;eka;high;infinite;B1;eng
prefix;IPF/PF;perf;eka;high;infinite;B2;eng
prefix;IPF/PF;perf;eka;high;infinite;A2;eng
prefix;IPF/PF;perf;eka;high;infinite;A2;fr
prefix;IPF/PF;perf;eka;high;infinite;A2;eng
prefix;IPF/PF;perf;eipro;high;past;B2;fin
prefix;IPF/PF;perf;kolmas;high;infinite;B2;eng
prefix;IPF/PF;perf;neli;same;non-past;B1;eng
simplex;PF/IPF;perf;toka;high;non-past;Other;ger
simplex;PF/IPF;perf;toka;high;past;Other;ger
simplex;PF/IPF;perf;toka;high;non-past;Other;ger
simplex;PF/IPF;perf;toka;high;non-past;A2;fr
prefix;IPF/PF;perf;viides;high;infinite;B2;fin
simplex;PF/IPF;perf;viides;low;past;B2;fin
simplex;PF/IPF;perf;viides;low;past;B1;fr
simplex;PF/IPF;perf;viides;low;past;A1;fr
simplex;sup;perf;neli;high;non-past;A2;eng
simplex;sup;perf;neli;high;non-past;B2;eng
simplex;sup;perf;neli;high;non-past;A2;eng
simplex;sup;perf;neli;high;non-past;A2;eng
simplex;sup;perf;neli;high;non-past;B1;fr
simplex;sup;perf;neli;high;non-past;B1;ger
simplex;sup;perf;neli;high;infinite;B2;fin
simplex;sup;perf;neli;high;non-past;B2;eng
simplex;sup;perf;neli;high;non-past;B2;fin
simplex;sup;perf;eipro;high;past;B2;fin
prefix;motion;perf;oma;high;non-past;B2;fin
prefix;motion;perf;oma;high;non-past;B1;eng
prefix;motion;perf;oma;high;infinite;B1;fr
prefix;motion;perf;oma;high;past;B1;ger
prefix;motion;perf;oma;high;non-past;B2;fin
prefix;motion;perf;oma;high;non-past;B2;fin
prefix;motion;perf;oma;high;non-past;B1;fr
prefix;motion;perf;oma;high;non-past;A2;fr
prefix;motion;perf;oma;high;non-past;B2;fin
prefix;motion;perf;oma;high;non-past;B2;fin
simplex;sup;perf;eka;high;past;B2;eng
prefix;IPF/PF;perf;oma;high;non-past;B2;fin
prefix;IPF/PF;perf;oma;high;non-past;B1;eng
prefix;IPF/PF;perf;oma;high;non-past;B2;eng
prefix;IPF/PF;perf;oma;high;non-past;B2;eng
simplex;sup;perf;eka;high;non-past;A1;fr
simplex;sup;perf;eka;high;past;B1;fr
simplex;sup;perf;eka;high;past;B2;eng
simplex;sup;perf;eka;high;past;B2;fin
simplex;sup;perf;eka;high;past;A2;fr
simplex;sup;perf;eka;high;past;A2;eng
simplex;sup;perf;eka;high;past;B2;fin
simplex;sup;perf;eka;high;infinite;B1;eng
simplex;sup;perf;eka;high;infinite;B2;eng
simplex;sup;perf;eka;high;infinite;A2;fr
simplex;sup;perf;eka;high;infinite;B2;fr
prefix;motion;perf;oma;low;non-past;B2;fr
prefix;motion;perf;oma;same;non-past;B1;eng
prefix;motion;perf;oma;same;non-past;B1;eng
prefix;motion;perf;eipro;same;non-past;A2;eng
prefix;motion;perf;eipro;same;infinite;B2;fin
prefix;PF/IPF;perf;viides;same;past;B2;fin
prefix;PF/IPF;perf;viides;same;non-past;B2;fin
prefix;IPF/PF;perf;viides;same;past;B2;fin
prefix;motion;perf;oma;same;non-past;B2;fin
prefix;motion;perf;oma;same;non-past;B2;fin
prefix;motion;perf;oma;same;non-past;B2;fin
prefix;motion;perf;oma;same;non-past;B2;fin
prefix;motion;perf;oma;same;non-past;B2;fin
prefix;motion;perf;oma;same;infinite;B1;ger
prefix;motion;perf;oma;same;infinite;B2;fin
prefix;motion;perf;oma;same;infinite;B2;eng
prefix;motion;perf;oma;same;past;B2;fin
prefix;motion;perf;oma;same;past;B2;fin
prefix;motion;perf;oma;same;past;B2;fin
prefix;motion;perf;eipro;same;infinite;B2;fin
prefix;motion;perf;eipro;same;infinite;A2;eng
prefix;motion;perf;eipro;same;infinite;B2;fin
prefix;motion;perf;eipro;same;infinite;B2;fin
prefix;motion;perf;eipro;same;infinite;Other;ger
simplex;PF/IPF;perf;eipro;same;past;B2;eng
simplex;PF/IPF;perf;eipro;same;past;B2;fin
simplex;PF/IPF;perf;eipro;same;non-past;B2;fin
simplex;PF/IPF;perf;eipro;same;non-past;B2;fin
simplex;PF/IPF;perf;eipro;same;non-past;B2;fin
simplex;PF/IPF;perf;eipro;same;infinite;B2;fin
simplex;PF/IPF;perf;eipro;same;infinite;B2;fin
prefix;PF/IPF;perf;oma;high;non-past;B2;fin
prefix;PF/IPF;perf;oma;same;infinite;B2;fin
prefix;PF/IPF;perf;oma;same;infinite;B2;fin
simplex;sup;perf;eipro;high;non-past;B2;fin
prefix;motion;perf;oma;high;non-past;B2;fin
suffix;PF/IPF;perf;eka;low;past;B1;ger
prefix;motion;perf;oma;same;non-past;B2;fin
prefix;IPF/PF;perf;eipro;same;non-past;B2;fin
prefix;IPF/PF;perf;eipro;same;non-past;B2;eng
prefix;IPF/PF;perf;eipro;same;past;B2;fin
prefix;motion;perf;oma;high;past;B2;fin
prefix;motion;perf;oma;high;infinite;B2;fin
prefix;motion;perf;oma;high;infinite;Other;ger
prefix;motion;perf;oma;high;infinite;B2;eng
prefix;IPF/PF;perf;eka;same;past;A2;eng
prefix;motion;perf;oma;same;past;B2;fin
prefix;motion;perf;oma;high;non-past;B2;fin
prefix;IPF/PF;perf;eipro;high;infinite;B1;eng
prefix;motion;perf;oma;high;past;B1;fr
prefix;motion;perf;oma;high;past;B2;fin
prefix;motion;perf;oma;high;non-past;A2;eng
prefix;motion;perf;eipro;high;non-past;B2;fin
prefix;motion;perf;oma;high;non-past;A2;eng
prefix;motion;perf;oma;low;past;B2;fin
prefix;motion;perf;oma;same;non-past;B2;fin
prefix;motion;perf;oma;same;past;A2;fr
prefix;motion;perf;viides;same;non-past;B1;eng
prefix;IPF/PF;perf;eipro;high;infinite;A1;fr
prefix;IPF/PF;perf;eipro;same;infinite;A1;fr
prefix;motion;perf;oma;high;non-past;B1;eng
prefix;motion;perf;oma;high;infinite;B2;fin
prefix;motion;perf;oma;high;non-past;B1;ger
prefix;motion;perf;oma;high;non-past;B2;eng
prefix;motion;perf;oma;high;non-past;B2;fin
prefix;IPF/PF;perf;eipro;low;non-past;A2;chi
prefix;IPF/PF;perf;eipro;high;non-past;B2;eng
prefix;IPF/PF;perf;eipro;high;past;B1;eng
prefix;motion;perf;viides;same;non-past;B2;eng
prefix;IPF/PF;perf;viides;high;past;B2;eng
prefix;IPF/PF;perf;viides;high;infinite;B2;fin
prefix;motion;perf;oma;high;non-past;A2;eng
prefix;IPF/PF;perf;eka;high;infinite;B2;fin
prefix;IPF/PF;perf;eka;high;past;Other;ger
prefix;IPF/PF;perf;eka;high;past;B2;fin
prefix;IPF/PF;perf;eka;high;non-past;Other;ger
prefix;IPF/PF;perf;eka;high;non-past;B2;fin
prefix;IPF/PF;perf;eka;high;past;B2;eng
prefix;IPF/PF;perf;eka;high;past;A2;eng
prefix;IPF/PF;perf;eka;high;infinite;B2;fin
prefix;IPF/PF;perf;oma;high;non-past;B2;eng
prefix;IPF/PF;perf;eka;low;infinite;Other;ger
prefix;IPF/PF;perf;eipro;low;non-past;A2;fr
prefix;IPF/PF;perf;viides;low;past;B2;fin
prefix;IPF/PF;perf;kolmas;low;past;B2;fin
prefix;IPF/PF;perf;eipro;low;past;B2;fin
prefix;IPF/PF;perf;eipro;low;infinite;A2;eng
prefix;IPF/PF;perf;eipro;low;infinite;A2;eng
prefix;IPF/PF;perf;eipro;low;infinite;A2;eng
prefix;IPF/PF;perf;eipro;low;non-past;B1;eng
prefix;IPF/PF;perf;viides;low;non-past;B2;eng
prefix;IPF/PF;perf;viides;low;non-past;B1;eng
prefix;IPF/PF;perf;viides;low;non-past;B1;eng
prefix;IPF/PF;perf;eka;low;non-past;B2;fin
prefix;IPF/PF;perf;viides;low;infinite;B2;fin
prefix;motion;perf;oma;low;infinite;B2;fin
prefix;motion;perf;oma;low;non-past;B1;eng
prefix;motion;perf;oma;low;non-past;B2;fin
prefix;motion;perf;oma;low;non-past;B2;fin
prefix;motion;perf;oma;low;non-past;B2;fin
prefix;motion;perf;oma;low;non-past;B2;fin
prefix;motion;perf;oma;low;non-past;A2;eng
prefix;motion;perf;oma;low;non-past;B2;fin
prefix;IPF/PF;perf;eipro;low;infinite;B2;fin
prefix;IPF/PF;perf;eipro;low;kask;B2;fin
prefix;IPF/PF;perf;eka;low;infinite;A2;ger
prefix;IPF/PF;perf;eka;low;infinite;A2;chi
prefix;IPF/PF;perf;eka;low;infinite;B2;fin
prefix;IPF/PF;perf;eka;low;past;B2;fin
prefix;IPF/PF;perf;eka;low;past;B2;fin
prefix;IPF/PF;perf;eka;low;past;B1;eng
prefix;IPF/PF;perf;eka;low;infinite;A2;eng
prefix;IPF/PF;perf;eka;low;non-past;B2;fin
prefix;IPF/PF;perf;eka;low;past;B2;fin
prefix;IPF/PF;perf;eka;low;past;A2;fr
prefix;IPF/PF;perf;eka;low;past;A2;eng
prefix;IPF/PF;perf;eka;low;infinite;B1;eng
prefix;IPF/PF;perf;toka;low;infinite;A2;eng
prefix;IPF/PF;perf;toka;low;infinite;Other;ger
prefix;IPF/PF;perf;toka;low;infinite;A2;eng
prefix;IPF/PF;perf;eka;low;non-past;B2;fr
prefix;IPF/PF;perf;eka;low;non-past;B2;fin
prefix;motion;perf;oma;low;non-past;B1;fr
prefix;motion;perf;oma;low;infinite;B1;fr
prefix;IPF/PF;perf;eka;low;past;B1;fr
prefix;IPF/PF;perf;eka;low;non-past;B1;fr
prefix;IPF/PF;perf;eka;low;infinite;B1;eng
prefix;IPF/PF;perf;eka;low;non-past;B2;fin
prefix;IPF/PF;perf;eka;low;past;A2;fr
prefix;IPF/PF;perf;eka;low;non-past;A2;fr
prefix;IPF/PF;perf;eka;low;past;B1;eng
prefix;IPF/PF;perf;eka;low;past;A2;eng
prefix;IPF/PF;perf;eka;low;past;A2;fr
prefix;IPF/PF;perf;eka;low;infinite;B2;fin
prefix;IPF/PF;perf;eka;low;infinite;B2;fin
prefix;IPF/PF;perf;eka;low;infinite;B2;fr
prefix;IPF/PF;perf;eka;low;infinite;B1;fr
prefix;IPF/PF;perf;eka;low;past;B2;eng
prefix;IPF/PF;perf;eka;low;past;B2;fin
prefix;IPF/PF;perf;eka;low;past;B2;fin
prefix;IPF/PF;perf;eka;low;infinite;B2;eng
prefix;IPF/PF;perf;eka;low;infinite;B2;eng
prefix;IPF/PF;perf;eka;low;infinite;A2;eng
prefix;IPF/PF;perf;eka;low;non-past;A2;eng
prefix;IPF/PF;perf;eka;low;non-past;B1;eng
prefix;IPF/PF;perf;eipro;low;infinite;B2;fin
prefix;IPF/PF;perf;eipro;low;past;C2;chi
prefix;IPF/PF;perf;eipro;low;non-past;B2;fin
prefix;IPF/PF;perf;eipro;low;past;B2;fin
prefix;IPF/PF;perf;eipro;low;non-past;A2;eng
prefix;IPF/PF;perf;eipro;low;infinite;B2;fin
prefix;IPF/PF;perf;eipro;low;non-past;B2;fin
prefix;IPF/PF;perf;eipro;low;past;A2;fr
prefix;IPF/PF;perf;eipro;low;past;B2;fr
prefix;IPF/PF;perf;eipro;low;past;A2;fr
prefix;IPF/PF;perf;viides;same;non-past;A2;fr
prefix;IPF/PF;perf;viides;same;non-past;B2;eng
prefix;IPF/PF;perf;viides;low;infinite;B1;eng
prefix;IPF/PF;perf;eka;low;non-past;B2;fin
simplex;PF/IPF;perf;eipro;low;infinite;B2;fin
simplex;PF/IPF;perf;eipro;low;past;B2;fin
prefix;IPF/PF;perf;viides;high;past;B1;eng
suffix;IPF/PF;perf;eka;low;past;B2;eng
prefix;IPF/PF;perf;eipro;same;non-past;B1;eng
prefix;IPF/PF;perf;kolmas;low;non-past;B1;eng
prefix;IPF/PF;perf;eka;same;past;A2;fr
prefix;IPF/PF;perf;eka;low;non-past;C2;chi
prefix;IPF/PF;perf;viides;high;non-past;B2;fin
prefix;IPF/PF;perf;eka;low;non-past;B1;eng
prefix;IPF/PF;perf;eka;low;past;B2;fin
prefix;IPF/PF;perf;eka;low;infinite;B2;eng
prefix;IPF/PF;perf;viides;low;non-past;C2;chi
prefix;IPF/PF;perf;viides;same;infinite;B2;fin
prefix;IPF/PF;perf;viides;same;past;A2;eng
prefix;IPF/PF;perf;eka;low;past;B2;eng
prefix;IPF/PF;perf;eka;low;past;B2;fin
prefix;IPF/PF;perf;viides;high;non-past;A2;eng
prefix;IPF/PF;perf;kolmas;low;infinite;B2;eng
prefix;IPF/PF;perf;eka;low;past;B2;eng
prefix;IPF/PF;perf;viides;high;non-past;B1;eng
prefix;IPF/PF;perf;viides;low;non-past;A1;fr
prefix;IPF/PF;perf;eka;low;non-past;B1;eng
prefix;IPF/PF;perf;viides;low;non-past;B1;eng
prefix;IPF/PF;perf;viides;same;non-past;A2;eng
prefix;IPF/PF;perf;eka;low;infinite;B2;fin
prefix;IPF/PF;perf;kolmas;low;past;A2;eng
prefix;IPF/PF;perf;kolmas;low;past;B2;fin
prefix;IPF/PF;perf;kolmas;low;non-past;B1;eng
prefix;IPF/PF;perf;viides;low;non-past;B2;fin
prefix;IPF/PF;perf;toka;high;past;B2;fr
prefix;IPF/PF;perf;eka;low;past;B2;eng
prefix;IPF/PF;perf;eka;low;infinite;C2;chi
prefix;IPF/PF;perf;eka;low;non-past;B1;eng
prefix;IPF/PF;perf;viides;high;infinite;B1;eng
prefix;IPF/PF;perf;viides;low;infinite;B2;fin
prefix;IPF/PF;perf;eipro;same;non-past;C2;chi
prefix;IPF/PF;perf;kolmas;low;infinite;C2;chi
prefix;IPF/PF;perf;eipro;low;non-past;C2;chi
prefix;IPF/PF;perf;eka;low;non-past;A2;chi
